,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
48582,,United Arab Emirates,,,,22,49
48583,70139900.0,O-GLASSWARE INDOOR DECORATION,GR,,,6708,321
48584,,United Arab Emirates,,,,6708,321
48585,70171090.0,OTH LAB HYG/PHAR GLASSWARE,KG,,,,
48586,,China,,,,,
48587,70200090.0,"OTHER, ARTICLES OF GLASS, N.S.",KG,,,,
48588,,Turkey,,,,,
48589,71131910.0,JEWELLERY OF GOLD,VAL,,,,20374
48590,,United Arab Emirates,,,,,20374
48591,71151000.0,CATALYST INFORM WIRE/GRIL PLAT,GM,,,546,1422647
48592,,Germany,,,,321,957417
48593,,United Kingdom,,,,225,465229
48594,72099090.0,OTH FLT/C-ROL PROD I/S WD>600M,MT,,,7,1294
48595,,United Arab Emirates,,,,7,1294
48596,72111990.0,OTH COLD ROLL STEEL STRIP,MT,,,1,19
48597,,China,,,,1,19
48598,72112390.0,OTH I/NA-S CR W<600 CARBON.25%,MT,,,,
48599,,Germany,,,,,
48600,72199090.0,OTH FRP S-STL W 600 mm OR MORE,MT,,,46,7697
48601,,China,,,,46,7697
48602,72223000.0,OTH BAR/ROD OF STAINLESS STEEL,MT,,,250,287
48603,,China,,,,250,287
48604,73041900.0,OTH LINE PIPE I/S FOR OIL&GAS,MT,9,3382,9,3382
48605,,China,,9,3382,9,3382
48606,73042300.0,OTH DRILL PIPE I/S FOR OIL&GAS,MT,,,416,97635
48607,,China,,,,114,49581
48608,,Egypt(U.A.R.),,,,,
48609,,United Arab Emirates,,,,302,48053
48610,73042900.0,"OTH CASING,TUBING I/S-OIL/GAS",MT,,,222,56735
48611,,Azerbaijan,,,,3,63
48612,,Cyprus,,,,219,56672
48613,73043900.0,OTH CROSS SECTION OF N.A-STEEL,MT,,,,
48614,,Germany,,,,,
48615,73044900.0,OTH CROSS SECTION OF STAIN-STL,MT,,,4,243
48616,,China,,,,4,243
48617,73049000.0,O-TUBE PIPE/HOLLOW -PRO SEAMLE,MT,,,3,652
48618,,Italy,,,,3,652
48619,73053900.0,"OTHER, WELDED TUBES AND PIPES",MT,,,,
48620,,"Korea, Republic of",,,,,
48621,73069000.0,OTH TUBE PIPE HW-PROFILR I/STL,MT,,,1,1
48622,,United Kingdom,,,,1,1
48623,73072100.0,"FLANGES, OF STAINLESS STEEL",MT,,,1,6804
48624,,United Arab Emirates,,,,1,6804
48625,73072300.0,BUTT WELDING FITTING STAINSTEL,MT,,,,
48626,,Germany,,,,,
48627,73072900.0,"OTH TUBE,PIP FITTING STAINSTEL",MT,,,163,3
48628,,Austria,,,,,
48629,,China,,,,160,3
48630,,Germany,,,,,
48631,73079190.0,OTH FLANGES OF IRON & STEEL,MT,,,10,32
48632,,Germany,,,,,
48633,,Italy,,,,10,32
48634,,Netherlands,,,,,
48635,73079900.0,"OTH TUBE,PIP FIT IRN/STEL NEC",MT,979,240,1169,18668
48636,,Azerbaijan,,,,25,583
48637,,China,,930,89,937,3201
48638,,Germany,,,,17,6685
48639,,Hungary,,,,102,147
48640,,Indonesia,,,,,
48641,,Italy,,,,2,7
48642,,Oman,,,,20,421
48643,,Qatar,,,,1,314
48644,,Saudi Arabia,,,,,
48645,,Thailand,,,,1,44
48646,,Turkey,,,,,
48647,,U.S.America,,,,1,106
48648,,United Arab Emirates,,49,151,60,6446
48649,,United Kingdom,,,,1,11
48650,,Uzbekistan,,,,2,704
48651,73083000.0,"DOR,WIN/FRAMES,TH-HOLD,FORDORS",MT,,,,
48652,,Germany,,,,,
48653,73084000.0,EQUIP SC-FOLD SHUT PROP PITPRO,MT,65,4995,981,5273
48654,,China,,65,4995,65,4995
48655,,United Arab Emirates,,,,916,277
48656,73089010.0,PILLARS ETC FOR STRUCTURS I/S,MT,,,,
48657,,Germany,,,,,
48658,73089090.0,OTH COLUMNS ETC FOR STRUCT I/S,MT,12196,191903,105434,1282877
48659,,Belgium,,,,,
48660,,China,,,,1,3
48661,,Germany,,,,,
48662,,Hungary,,,,280,424
48663,,Indonesia,,5308,70955,22407,290292
48664,,Italy,,,,,
48665,,Japan,,4503,81175,65582,719832
48666,,Russian Federation,,,,,
48667,,Thailand,,2385,39773,16629,270105
48668,,U.S.America,,,,,
48669,,United Arab Emirates,,,,535,2221
48670,73090000.0,"RESERVTORS,TANKS,VATS SIMICONT",KG,,,5067,24836
48671,,Germany,,,,,
48672,,Italy,,,,,
48673,,Japan,,,,5060,23623
48674,,U.S.America,,,,1,1103
48675,,United Arab Emirates,,,,4,43
48676,,United Kingdom,,,,2,68
48677,73101000.0,"TANKS,CASKS,DRUMS,CANS,BOX>50",KG,36,3366,66,3902
48678,,Belgium,,28,3306,56,3670
48679,,China,,,,1,88
48680,,Germany,,,,,
48681,,Greece,,,,,
48682,,Netherlands,,,,,
48683,,Saudi Arabia,,,,1,84
48684,,United Kingdom,,8,60,8,60
48685,73102900.0,"OTH TANK,CASK,DRUM,BOX CAP<50",KG,,,438580792,708255
48686,,Belgium,,,,,
48687,,China,,,,14,2430
48688,,Germany,,,,2,23559
48689,,Indonesia,,,,12750,161211
48690,,Iraq,,,,,
48691,,Italy,,,,,
48692,,Japan,,,,19844,316237
48693,,Netherlands,,,,5,11
48694,,Russian Federation,,,,,
48695,,Singapore,,,,,
48696,,Thailand,,,,438547993,202556
48697,,Turkey,,,,164,669
48698,,U.S.America,,,,,
48699,,United Arab Emirates,,,,,
48700,,United Kingdom,,,,20,1583
48701,73110010.0,CONTAINERS FOR CNG OF IRON/STL,KG,,,2,22
48702,,United Arab Emirates,,,,2,22
48703,73110020.0,CONTAINERS FOR LPG OF IRON/STL,KG,,,146178495,38098
48704,,Belgium,,,,146178492,38063
48705,,United Arab Emirates,,,,3,35
48706,73110030.0,CONTAINERS FOR CRYOGENIC I/STL,KG,5,10894,97,102398
48707,,China,,1,116,49,4260
48708,,Germany,,,,1,84
48709,,India,,,,6,8702
48710,,Singapore,,,,3,5294
48711,,United Arab Emirates,,4,10779,38,84058
48712,73110090.0,OTH CONT FOR LIQEID/GAS OF I/S,KG,275,1289,6559,196683
48713,,Afghanistan,,,,,
48714,,Bahrain,,,,,
48715,,Belgium,,,,,
48716,,Canada,,,,2,535
48717,,China,,4,399,291,8278
48718,,France,,,,,
48719,,Germany,,,,1,120
48720,,Hong Kong S.A.Re.Chi,,,,3722,9812
48721,,India,,,,145,2498
48722,,Iran ( Islamic R.),,,,3,447
48723,,Japan,,,,,
48724,,Mauritius,,,,,
48725,,Portugal,,,,2,3647
48726,,Qatar,,,,16,68514
48727,,Saudi Arabia,,,,,
48728,,Thailand,,,,200,2164
48729,,Turkey,,,,,
48730,,U.S.America,,,,20,202
48731,,United Arab Emirates,,271,891,2153,99834
48732,,United Kingdom,,,,4,632
48733,73121010.0,IRON AND STEEL WIRE,KG,,,29,825
48734,,Azerbaijan,,,,2,821
48735,,China,,,,27,3
48736,73121020.0,IRON AND STEEL ROPE,KG,,,,
48737,,Italy,,,,,
48738,,Spain,,,,,
48739,73121090.0,OTHER IRON AND STEEL CABLE,KG,,,12,173
48740,,China,,,,10,173
48741,,Spain,,,,,
48742,73129090.0,"OTH STANDARD WIRE,ROPE&CABLE",KG,,,4,2
48743,,Thailand,,,,4,2
48744,73151190.0,OTH ROLLER CHAIN,KG,,,,
48745,,United Arab Emirates,,,,,
48746,73151200.0,"OTHER CHAIN, ARTICULATED LINK",KG,,,13,722
48747,,Denmark,,,,1,713
48748,,Hungary,,,,12,9
48749,,"Korea, Republic of",,,,,
48750,,Spain,,,,,
48751,73158900.0,"OTHER CHAIN,",KG,,,1496,1580
48752,,Germany,,,,1496,1580
48753,,U.S.America,,,,,
48754,73160000.0,"ANCHORS,GARPNELS PARTS IRON/ST",KG,,,,
48755,,Italy,,,,,
48756,73181300.0,"SCREW HOOKS,SCREW RING RVT I/S",KG,,,,
48757,,Germany,,,,,
48758,73181510.0,HIGH TENSILE SCREW&BOLT I/STEL,KG,,,,
48759,,Germany,,,,,
48760,73181590.0,OTH SCREW&BOTLS IRON/STEEL,KG,,,217,812
48761,,China,,,,2,239
48762,,Germany,,,,,
48763,,Italy,,,,114,249
48764,,"Korea, Republic of",,,,,
48765,,Netherlands,,,,,
48766,,Spain,,,,,
48767,,Turkey,,,,25,11
48768,,United Arab Emirates,,,,76,314
48769,,United Kingdom,,,,,
48770,73181610.0,HIGH TENTION NUTS IRON/STEEL,KG,,,,
48771,,Germany,,,,,
48772,73181690.0,OTH NUTS THREADED OF IRON/STEL,KG,,,31,187
48773,,Azerbaijan,,,,4,11
48774,,Italy,,,,,
48775,,United Arab Emirates,,,,27,176
48776,73181900.0,"OTH BOLT,NUT,WASHER,RVT I/S TH",KG,,,270,32
48777,,Finland,,,,165,22
48778,,Italy,,,,105,9
48779,73182290.0,OTH WAHSERS,KG,,,733,102
48780,,China,,,,6,1
48781,,Germany,,,,,
48782,,Italy,,,,77,30
48783,,United Arab Emirates,,,,650,71
48784,73182300.0,"RIVETS, NON-THREADED",KG,,,,
48785,,Turkey,,,,,
48786,73182400.0,COTTERS/PINS NON THREADED I/S,KG,,,3,39
48787,,Germany,,,,,
48788,,United Arab Emirates,,,,3,39
48789,73182900.0,"OTH COACH SCREW,BOLTS,NUT I/S",KG,,,76,369
48790,,Germany,,,,,
48791,,Italy,,,,55,6
48792,,Japan,,,,4,87
48793,,Spain,,,,,
48794,,U.S.America,,,,,
48795,,United Arab Emirates,,,,17,276
48796,73194000.0,SAFETY PINS & OTHER PINS,KG,,,,
48797,,Italy,,,,,
48798,73201090.0,OTH LEAF-SPRING&LEAF I/S,KG,,,,
48799,,U.S.America,,,,,
48800,73202000.0,HELICAL SPRINGS,KG,,,11,218
48801,,France,,,,4,211
48802,,Singapore,,,,7,7
48803,73209090.0,"OTHER, SPRING AND LEAVES.",KG,,,454,115
48804,,Oman,,,,348,106
48805,,Switzerland,,,,,
48806,,United Arab Emirates,,,,106,9
48807,73229090.0,OTHER PARTS OF RADIATORS,KG,,,37,102
48808,,Bangladesh,,,,37,102
48809,,Germany,,,,,
48810,,"Korea, Republic of",,,,,
48811,73239900.0,"OTH H-HOLD ARTCL, PART THEREOF",KG,,,,
48812,,"Korea, Republic of",,,,,
48813,,United Kingdom,,,,,
48814,73249000.0,"OTHER, INCLUDING PARTS",KG,,,265,90
48815,,Hong Kong S.A.Re.Chi,,,,265,90
48816,73251000.0,OTH CAST ARTI I/S N-MEL C-IRON,KG,,,50,1
48817,,China,,,,50,1
48818,73259900.0,OTH CAST ARTI OF I/S NES,KG,,,416,2487
48819,,United Arab Emirates,,,,416,2487
48820,73261990.0,OTH ART FORGED/STAM N-WORK NES,KG,,,4,8
48821,,China,,,,4,8
48822,73269040.0,STL BALLS NOT EXCE 1MM DIA I/S,KG,,,2,6017
48823,,Germany,,,,2,6017
48824,73269060.0,"CLAMPS,HOSE CLIPS, HANGERS I/S",KG,,,2,1
48825,,Netherlands,,,,,
48826,,United Arab Emirates,,,,2,1
48827,73269090.0,OTH ART I/S FORGED/STAM N-WORK,KG,73042,10268,924922,115837
48828,,Azerbaijan,,,,2,52
48829,,Bangladesh,,,,,2
48830,,Belgium,,,,239355,20533
48831,,China,,73042,10268,659571,88456
48832,,Finland,,,,,
48833,,Germany,,,,,
48834,,Italy,,,,25954,2476
48835,,"Korea, Republic of",,,,,
48836,,Netherlands,,,,4,1
48837,,Qatar,,,,1,158
48838,,Singapore,,,,16,2607
48839,,Spain,,,,,
48840,,Thailand,,,,1,1
48841,,Turkey,,,,6,716
48842,,U.S.America,,,,,
48843,,Ukraine,,,,,
48844,,United Arab Emirates,,,,12,835
48845,74071090.0,OTH PROFILES OF COPPER,KG,,,4,4
48846,,Italy,,,,4,4
48847,,United Arab Emirates,,,,,
48848,74081900.0,"OTHER, WIRE OF REFINED COPPER",KG,,,1,64
48849,,China,,,,1,64
48850,74099000.0,PL/SH/STRIP OTH COPP ALLOYS NS,KG,,,3,1
48851,,Thailand,,,,3,1
48852,74111090.0,OTH TUBE/PIPE OF REFINED COPER,KG,,,5,6
48853,,China,,,,5,6
48854,,Turkey,,,,,
48855,74112100.0,TUB&PIPE COPP ZINC BAS ALLOYS,KG,,,,
48856,,Germany,,,,,
48857,74112900.0,OTH TUBE&PIPE OF OTH COPP ALLY,KG,,,,
48858,,Poland,,,,,
48859,74122000.0,COPP TUBE/PIPE FIT COPP ALLOYS,KG,,,,
48860,,Germany,,,,,
48861,74130000.0,"STANDARD WIRE,CABL PL-BAND-NEI",KG,,,,
48862,,Germany,,,,,
48863,74152100.0,WASHERS/INCL SPRING WASH N-THR,KG,,,7,1
48864,,Turkey,,,,5,1
48865,74152900.0,OTH NOT THREADED ARTI COPPER,KG,,,,
48866,,Germany,,,,,
48867,74153300.0,"OTH THRD SCREW,BOLT,NUT COPPER",KG,,,,
48868,,China,,,,,
48869,74199990.0,"OTHER, ARTICLES OF COPPER",KG,,,,
48870,,Germany,,,,,
48871,76072000.0,"ALUMINUM FOIL, BACKED",KG,,,4900,2309
48872,,China,,,,4900,2309
48873,76109000.0,ALUM STRUCTURE & PARTS N.E.S.,KG,,,307,56
48874,,Germany,,,,,
48875,,United Arab Emirates,,,,307,56
48876,76110000.0,"ALUM RESERVOIRS,TANKS VATS ETC",KG,,,,
48877,,Germany,,,,,
48878,76129090.0,OTHER DRUMS CANS BOXES ALUM,KG,,,12,3
48879,,Germany,,,,,
48880,,Netherlands,,,,,
48881,,Thailand,,,,12,3
48882,76130010.0,AEROSOL CANS VALVES&COVERS ALU,KG,,,3,63
48883,,United Arab Emirates,,,,3,63
48884,76151000.0,"TABLE,KITCH,POT POLISHPAD ALUM",KG,,,,
48885,,Morocco,,,,,
48886,,United Arab Emirates,,,,,
48887,76169100.0,"CLOTH,GRIL,FENCING OF ALUM WIR",KG,,,20,2
48888,,Saudi Arabia,,,,20,2
48889,76169910.0,"CASING,FORGING ROUGH STAT ALUM",KG,,,60,4
48890,,China,,,,60,4
48891,76169990.0,OTHER ARTICLE OF ALUMINIUM,KG,,,411,447
48892,,China,,,,,
48893,,Germany,,,,,
48894,,Italy,,,,1,24
48895,,Netherlands,,,,82,323
48896,,United Arab Emirates,,,,328,99
48897,80070020.0,"TIN FOIL, THICKNESS >0.2,MM",KG,,,,
48898,,United Arab Emirates,,,,,
48899,81019990.0,OTH ARTICLES OF TUNGSTEN,KG,,,,
48900,,Germany,,,,,
48901,81059000.0,OTH INTERMEDIATE PRO OF COBALT,KG,,,,
48902,,Germany,,,,,
48903,82011000.0,SPADES AND SHOVELS,KG,,,16,3
48904,,China,,,,16,3
48905,82019000.0,"OTH HAND TOOL AGRICUL,HORTICUL",KG,,,32,605
48906,,United Arab Emirates,,,,32,605
48907,82021000.0,HAND SAWS,KG,,,16,33
48908,,China,,,,1,4
48909,,Germany,,,,,
48910,,Italy,,,,15,29
48911,,Spain,,,,,
48912,82022000.0,BAND SAW BLADES,KG,,,300,332
48913,,Germany,,,,,
48914,,United Arab Emirates,,,,300,332
48915,82024000.0,CHAIN SAW BLADES,KG,,,,
48916,,Germany,,,,,
48917,82029100.0,"STRAIGHT SAW BLADES,WORK METAL",KG,,,,
48918,,Italy,,,,,
48919,82029990.0,OTHER SAW BLADES,KG,,,41,119
48920,,Germany,,,,,
48921,,Italy,,,,41,119
48922,82031000.0,"FILES, RASPS & SIMILAR TOOLS",KG,,,15,61
48923,,China,,,,12,1
48924,,Germany,,,,,
48925,,Italy,,,,1,..
48926,,Spain,,,,,
48927,,United Arab Emirates,,,,2,60
48928,82032000.0,"PILERS,PINCERS,TWEESZERS S-TOL",KG,,,17,214
48929,,China,,,,16,3
48930,,Germany,,,,,
48931,,Italy,,,,,
48932,,Spain,,,,,
48933,,Turkey,,,,,
48934,,United Arab Emirates,,,,1,211
48935,82033000.0,METAL CUTTING SHEARS&SIM TOOLS,KG,,,25,228
48936,,Germany,,,,,
48937,,Italy,,,,24,26
48938,,United Arab Emirates,,,,1,202
48939,82034000.0,"PIPE CUTTERS BOLD CROPPERS,ETC",KG,,,26,228
48940,,Germany,,,,,
48941,,Italy,,,,16,55
48942,,Spain,,,,,
48943,,United Arab Emirates,,,,10,172
48944,82041100.0,"NON-ADJUS H-OPER SPANER,WRENCH",KG,,,974,1210
48945,,China,,,,5,..
48946,,Germany,,,,,
48947,,Italy,,,,967,924
48948,,Qatar,,,,1,53
48949,,Spain,,,,,
48950,,U.S.America,,,,1,233
48951,,United Arab Emirates,,,,,
48952,82041200.0,"ADJUSTABLE H-OPER SPANER,WRENC",KG,3640,11671,3757,12516
48953,,China,,,,5,1
48954,,Germany,,,,,
48955,,Hungary,,,,49,28
48956,,Italy,,3640,11671,3687,11971
48957,,Switzerland,,,,6,293
48958,,U.S.America,,,,,
48959,,United Arab Emirates,,,,8,223
48960,82042000.0,INTERCHAGEABLE SPANNER SOCKETS,KG,,,23,124
48961,,Germany,,,,,
48962,,Italy,,,,20,29
48963,,"Korea, Republic of",,,,,
48964,,Spain,,,,,
48965,,Switzerland,,,,1,89
48966,,United Arab Emirates,,,,1,5
48967,,United Kingdom,,,,,
48968,82051000.0,"DRILLING,THREADING TAPPING TOL",KG,,,7,1
48969,,China,,,,7,1
48970,,Germany,,,,,
48971,82052000.0,HAMMERS AND SLEDGE HAMMERS,KG,,,19,10
48972,,China,,,,15,8
48973,,Germany,,,,,
48974,,Italy,,,,1,1
48975,,"Korea, Republic of",,,,,
48976,,Spain,,,,,
48977,,Thailand,,,,3,2
48978,82053000.0,"PLANES,CHISELS,GOUGE WOOD WORK",KG,,,5,1
48979,,Germany,,,,,
48980,,Italy,,,,1,1
48981,,Spain,,,,,
48982,82054000.0,SCREW DRIVERS,KG,,,29,111
48983,,China,,,,16,2
48984,,Germany,,,,,
48985,,Italy,,,,4,24
48986,,Spain,,,,,
48987,,Turkey,,,,,
48988,,United Arab Emirates,,,,9,85
48989,82055900.0,OTH HAND TOOL(GLAZZIER DIMOND),KG,,,1007,4167
48990,,Bolivia,,,,1,263
48991,,China,,,,54,2
48992,,Germany,,,,,
48993,,Italy,,,,803,1608
48994,,Netherlands,,,,,
48995,,Qatar,,,,1,26
48996,,Singapore,,,,1,15
48997,,Spain,,,,,
48998,,Thailand,,,,1,1
48999,,Turkey,,,,,
49000,,U.S.America,,,,8,1889
49001,,Ukraine,,,,,
49002,,United Arab Emirates,,,,138,363
49003,82056000.0,BLOW LAMPS,KG,,,,
49004,,China,,,,,
49005,82057000.0,"VICES, CLAMPS AND THE LIKE",KG,,,6,34
49006,,Germany,,,,,
49007,,Italy,,,,,
49008,,Spain,,,,,
49009,,Switzerland,,,,2,29
49010,,Thailand,,,,4,4
49011,82059000.0,"SETS OF ARTI.TWO/MORE,SUB-HEAD",KG,,,67,35485
49012,,Australia,,,,,
49013,,Bolivia,,,,1,247
49014,,China,,,,30,14
49015,,Finland,,,,4,13
49016,,Germany,,,,7,12466
49017,,Panama,,,,1,232
49018,,Saudi Arabia,,,,3,1
49019,,Turkey,,,,,
49020,,U.S.America,,,,19,8610
49021,,United Arab Emirates,,,,1,45
49022,,United Kingdom,,,,1,13858
49023,82060090.0,"OTH TOOLS H-8202,8505 R-SALE",KG,3250,13198,30321,40270
49024,,Czech Republic,,,,,
49025,,Denmark,,,,,
49026,,Germany,,,,27061,24541
49027,,Italy,,3250,13198,3250,13198
49028,,Switzerland,,,,3,1444
49029,,Turkey,,,,7,1086
49030,,United Arab Emirates,,,,,
49031,82071900.0,"OTH INC PARTS ROCK DRIL,E-BORI",KG,1,7527,8137,113156
49032,,China,,,,5801,9712
49033,,Hungary,,,,2002,14195
49034,,Oman,,,,,
49035,,Qatar,,,,1,6835
49036,,U.S.America,,,,4,12889
49037,,United Arab Emirates,,1,7527,206,68843
49038,,United Kingdom,,,,123,682
49039,82072000.0,DIES FOR DRAWING/EXTRUD METAL,KG,,,,
49040,,Germany,,,,,
49041,,O.Asia(Tai.For.Pe.Ki,,,,,
49042,,Spain,,,,,
49043,82073000.0,"TOOL FOR PRESS, STAMPING/PUNCH",KG,,,,
49044,,China,,,,,
49045,,Germany,,,,,
49046,,Netherlands,,,,,
49047,,Singapore,,,,,
49048,82074000.0,TOOLS FOR TAPPING OR THREADING,KG,,,2,10
49049,,China,,,,2,10
49050,,Germany,,,,,
49051,82075010.0,TOOL DRIL O/T ROCK/PST DRILL,KG,,,,
49052,,Germany,,,,,
49053,82075090.0,OTH TOOL FOR DRIL O/T ROCK DRL,KG,,,167,773
49054,,Belgium,,,,5,459
49055,,Germany,,,,,
49056,,Iran ( Islamic R.),,,,,
49057,,Italy,,,,36,62
49058,,United Arab Emirates,,,,,
49059,,United Kingdom,,,,126,252
49060,82076000.0,TOOLS FOR BORING OR BROACHING,KG,,,1,17
49061,,Germany,,,,,
49062,,Italy,,,,1,17
49063,,United Arab Emirates,,,,,
49064,82077000.0,TOOLS FOR MILLING,KG,,,38,266
49065,,Germany,,,,,
49066,,Italy,,,,15,167
49067,,Singapore,,,,20,99
49068,82078000.0,TOOLS FOR TURNING,KG,,,,
49069,,France,,,,,
49070,,Germany,,,,,
49071,,Singapore,,,,,
49072,,United Arab Emirates,,,,,
49073,82079000.0,OTH INTERCHANGEABLE TOOLS,KG,65735,103840,200056,581055
49074,,Azerbaijan,,,,4,33
49075,,China,,,,4,1
49076,,France,,,,72,2176
49077,,Germany,,,,100,604
49078,,Italy,,47630,59312,57803,119773
49079,,Japan,,105,1191,105,1191
49080,,"Korea, Republic of",,,,,
49081,,Kuwait,,,,672,3711
49082,,Netherlands,,,,,
49083,,Romania,,,,170,358
49084,,Singapore,,,,4262,38607
49085,,Spain,,,,2105,7699
49086,,Sweden,,,,1337,23205
49087,,Switzerland,,,,,
49088,,Turkey,,,,6892,99246
49089,,U.S.America,,,,10027,26083
49090,,United Arab Emirates,,18000,43337,72968,231960
49091,,United Kingdom,,,,43535,26409
49092,82081000.0,KNIVS&CUTING BLADE METAL WORK,KG,,,41,33
49093,,Japan,,,,41,33
49094,82089090.0,OTH BLADES/KNIVES FOR MACHINE,KG,,,112,5731
49095,,Finland,,,,1,1381
49096,,Germany,,,,,
49097,,Hong Kong S.A.Re.Chi,,,,1,1
49098,,Italy,,,,46,73
49099,,Turkey,,,,62,4275
49100,82090000.0,"PLATE STICK,TIPS TOOL CERMET",KG,,,928,867
49101,,Germany,,,,,
49102,,Thailand,,,,578,216
49103,,Turkey,,,,350,651
49104,82119200.0,OTH KNIVES HAVE FIXED BLADES.,GR,,,,
49105,,U.S.America,,,,,
49106,82119300.0,KNIVE OTH THAN FIXE BLADES.,GR,,,,
49107,,Germany,,,,,
49108,82130000.0,"SCISSORS,TAILORS,SHEARS BLADE",GR,,,4,..
49109,,China,,,,4,..
49110,,Germany,,,,,
49111,,Hong Kong S.A.Re.Chi,,,,,
49112,82142000.0,MANICURE OR PEDICURE SETS.,GR,,,1131,311
49113,,United Arab Emirates,,,,1131,311
49114,83011000.0,PADLOCKS,KG,,,,
49115,,Germany,,,,,
49116,83012090.0,OTH LOCKS FOR MOTOR VEHICLES,KG,,,,
49117,,Thailand,,,,,
49118,83014000.0,OTHER LOCKS,KG,,,1,1
49119,,Germany,,,,,
49120,,Hong Kong S.A.Re.Chi,,,,1,1
49121,83015000.0,CLASPS AND FRAMES WITH CLASPS.,KG,,,4,2
49122,,China,,,,4,2
49123,83017000.0,KEYS PRESENTED SEPARATELY,KG,,,3,4
49124,,Italy,,,,3,4
49125,83021090.0,OTH HINGES&FITTINGS FOR FURNI,KG,,,1,1
49126,,United Kingdom,,,,1,1
49127,83022000.0,CASTORS,KG,,,1,33
49128,,Afghanistan,,,,1,33
49129,83024200.0,"OTH MOUNTING,FITING FURNITURES",KG,,,1,79
49130,,Ukraine,,,,,
49131,,United Kingdom,,,,1,79
49132,83024900.0,OTH FITINGS OF BASE METAL N.S.,KG,,,356,517
49133,,Germany,,,,339,6
49134,,Hong Kong S.A.Re.Chi,,,,,
49135,,Turkey,,,,16,54
49136,,U.S.America,,,,,
49137,,Ukraine,,,,,
49138,,United Arab Emirates,,,,1,457
49139,,United Kingdom,,,,,
49140,83025000.0,"HAT-RACKS,HAT-PEGS,BRACKET&FIX",KG,,,2,1001
49141,,United Arab Emirates,,,,2,1001
49142,83040000.0,FILING CARD-INDEX CABINET/TRAY,NO,,,12,6
49143,,Finland,,,,12,6
49144,83062900.0,OTH STATUETT OTH ORNAMENT,KG,,,2627,152
49145,,United Arab Emirates,,,,2627,152
49146,83081010.0,HOOKS OF BASE METAL,KG,,,11,29
49147,,China,,,,1,7
49148,,Hong Kong S.A.Re.Chi,,,,5,13
49149,,Italy,,,,5,9
49150,83111000.0,COATED ELECTRODE OF BASE METAL,KG,,,18280,1732
49151,,"Korea, Republic of",,,,18280,1732
49152,83119000.0,OTH WIRE&RODS AGGLOMTR B/METAL,KG,,,1,1
49153,,Thailand,,,,1,1
49154,,United Kingdom,,,,,
49155,84021190.0,OTH STEAM/OTH VAPOUR GEN BOILR,NO,,,3,481
49156,,"Korea, Republic of",,,,3,481
49157,84068100.0,OTH TURBINE OUTPUT EXCEED 40MW,NO,4178,21026,4180,78216
49158,,China,,4178,21026,4178,21026
49159,,France,,,,1,149
49160,,U.S.America,,,,1,57041
49161,84068200.0,O-TURBINE OUTPUT NOT EXC 40MW,NO,1,751,1,751
49162,,China,,1,751,1,751
49163,,France,,,,,
49164,84069000.0,PARTS OF STEAM TURBINES,KG,,,903,117046
49165,,China,,,,,
49166,,France,,,,,
49167,,Germany,,,,660,1277
49168,,Italy,,,,1,8682
49169,,Qatar,,,,,
49170,,U.S.America,,,,,
49171,,United Arab Emirates,,,,241,37265
49172,,United Kingdom,,,,1,69822
49173,84071000.0,AIRCRAFT ENGINES,NO,,,30,1283627
49174,,Belgium,,,,1,15939
49175,,Canada,,,,6,81008
49176,,France,,,,7,799719
49177,,Germany,,,,5,12537
49178,,Russian Federation,,,,,
49179,,Singapore,,,,4,328302
49180,,Switzerland,,,,,
49181,,Thailand,,,,2,39655
49182,,Turkey,,,,1,5263
49183,,U.S.America,,,,4,1205
49184,,United Kingdom,,,,,
49185,84072100.0,OUTBOARD MOTORS,NO,97,45706,1449,527677
49186,,United Arab Emirates,,97,45706,1449,527677
49187,84072900.0,OT MARINE SPARK-IGN-ROTRY ENG.,NO,,,1,4
49188,,Germany,,,,,
49189,,United Kingdom,,,,1,4
49190,84079010.0,GAS ENGINES,NO,,,2,67085
49191,,Austria,,,,1,46322
49192,,Germany,,,,1,20763
49193,,United Arab Emirates,,,,,
49194,84079090.0,OTH ENGINES,NO,,,,
49195,,Germany,,,,,
49196,,Thailand,,,,,
49197,,United Kingdom,,,,,
49198,84082090.0,OTH DIESEL / SEMI DIESEL ENGIN,NO,,,,
49199,,Singapore,,,,,
49200,84091000.0,PARTS FOR AIRCRAFT ENGINES,KG,,,23,44698
49201,,France,,,,4,24
49202,,Germany,,,,2,6
49203,,Lithuania,,,,,
49204,,Singapore,,,,,
49205,,Switzerland,,,,1,33090
49206,,Turkey,,,,,
49207,,U.S.America,,,,8,258
49208,,United Arab Emirates,,,,3,10338
49209,,United Kingdom,,,,5,981
49210,84099120.0,INTAKE MANIFOLD CARS H-8703,KG,,,,
49211,,Singapore,,,,,
49212,84099130.0,"RING,PISTON,CYL,EX-VALVES-H,87",KG,,,1300,110
49213,,Brazil,,,,1300,110
49214,84099150.0,PARETS FOR MARINE ENGINES,KG,,,2331,13925
49215,,United Arab Emirates,,,,2331,13925
49216,84099192.0,OTH PART GAS ENG H-84079010,KG,,,47,1769
49217,,Germany,,,,,
49218,,U.S.America,,,,21,3
49219,,United Arab Emirates,,,,26,1766
