,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
613,,China,,,,,
614,,Hong Kong S.A.Re.Chi,,,,27000,2868
615,,Malaysia,,,,3219,506
616,,Sri Lanka,,,,,
617,,United Kingdom,,,,,
618,3053900.0,OTH FISH FILLE/D/S/BR.NOT SMOK,KG,40000,10345,2290849,348531
619,,Bahrain,,,,,
620,,China,,,,,
621,,Hong Kong S.A.Re.Chi,,,,,
622,,"Korea, Republic of",,,,11000,2121
623,,Malaysia,,,,,
624,,O.Asia(Tai.For.Pe.Ki,,,,,
625,,Sri Lanka,,,,296866,53150
626,,Thailand,,,,166,50
627,,Viet Nam,,35800,9251,1967417,288505
628,3055100.0,COD FISH.DRIED/SALT NOT SMOKED,KG,,,,
629,,Sri Lanka,,,,,
630,3055900.0,OTH DRIED FISH SALT NOT SMOKED,KG,4000,1258,653707,212595
631,,Afghanistan,,,,,
632,,Bahrain,,,,4733,1643
633,,Bangladesh,,,,40460,11529
634,,China,,,,,
635,,Hong Kong S.A.Re.Chi,,2000,633,20861,6731
636,,Malaysia,,2000,624,4660,1401
637,,Mauritius,,,,410,138
638,,Saudi Arabia,,,,5937,1782
639,,Singapore,,,,,
640,,Sri Lanka,,,,546522,178846
641,,Thailand,,,,1100,376
642,,United Arab Emirates,,,,2064,625
643,,Viet Nam,,,,26960,9522
644,3056900.0,"OTH FISH SALT,NOT DRIED/SMOKED",KG,,,561878,71655
645,,Bangladesh,,,,23666,5325
646,,Japan,,,,,
647,,Sri Lanka,,,,145394,29209
648,,Viet Nam,,,,392818,37121
649,3057200.0,"FISH HEADS, TAILS&MAWS EDIBLE",KG,,,18950,2792
650,,Hong Kong S.A.Re.Chi,,,,18950,2792
651,,United Kingdom,,,,,
652,3057900.0,OTHER EDIBLE FISH OFFALS,KG,,,7941,2616
653,,Bangladesh,,,,,
654,,China,,,,,
655,,Hong Kong S.A.Re.Chi,,,,7941,2616
656,,United Arab Emirates,,,,,
657,3061100.0,ROCK LOBSTER&SEA CRAWFISH FROZ,KG,18000,5257,72657,22037
658,,Hong Kong S.A.Re.Chi,,,,,
659,,Japan,,,,,
660,,Jordan,,,,,
661,,Kuwait,,,,100,62
662,,Qatar,,,,5960,3564
663,,Saudi Arabia,,,,7796,4937
664,,Thailand,,,,,
665,,United Arab Emirates,,18000,5257,32201,11898
666,,Viet Nam,,,,26600,1575
667,,Bahrain,,,,3500,1460
668,,Egypt(U.A.R.),,,,,
669,,Hong Kong S.A.Re.Chi,,,,,
670,,Lebanon,,,,900,313
671,,Saudi Arabia,,,,240,97
672,,United Arab Emirates,,,,51430,17290
673,3061400.0,CRABS FROZEN FIT FOR HUMAN CON,KG,156362,38203,2019433,600099
674,,China,,3000,1074,7505,2689
675,,Egypt(U.A.R.),,,,5600,2058
676,,Hong Kong S.A.Re.Chi,,,,12101,3494
677,,Indonesia,,,,,
678,,Japan,,,,19216,5479
679,,"Korea, Republic of",,43210,11947,1416738,428220
680,,Malaysia,,192,80,77016,24706
681,,Mauritius,,192,80,1322,643
682,,Singapore,,,,4875,1271
683,,Thailand,,102768,22955,455560,125713
684,,United Arab Emirates,,,,,
685,,Viet Nam,,7000,2067,19500,5827
686,3061500.0,NORWAY LBSTER FROZEN EDIBLE,KG,,,200,125
687,,United Arab Emirates,,,,200,125
688,3061600.0,COLD WATER SHRIMPS&PRAWNS FROZ,KG,,,1062308,515127
689,,Bangladesh,,,,1400,874
690,,Belgium,,,,136000,81864
691,,Canada,,,,25,16
692,,China,,,,180100,16294
693,,Egypt(U.A.R.),,,,22000,11260
694,,Hong Kong S.A.Re.Chi,,,,151,53
695,,Japan,,,,47100,30169
696,,Jordan,,,,321,119
697,,"Korea, Republic of",,,,26700,8489
698,,Kuwait,,,,11095,6339
699,,Malaysia,,,,,
700,,Mauritius,,,,82,51
701,,Qatar,,,,38144,20501
702,,Saudi Arabia,,,,28918,15007
703,,Spain,,,,21952,8389
704,,Thailand,,,,8480,3219
705,,Turkey,,,,,
706,,United Arab Emirates,,,,459416,264836
707,,United Kingdom,,,,80424,47646
708,,Viet Nam,,,,,
709,3061700.0,OTHER SHRIMPS & PRAWNS FROZEN,KG,508118,284638,8891426,5330461
710,,Bahrain,,,,219809,150311
711,,China,,57440,29464,1216920,652592
712,,Egypt(U.A.R.),,97650,54811,1230357,785507
713,,Hong Kong S.A.Re.Chi,,,,9500,5735
714,,India,,,,184000,97224
715,,Indonesia,,,,,
716,,Japan,,15260,15193,714320,389108
717,,Kuwait,,80,47,24218,14357
718,,Lebanon,,7182,5155,245439,183526
719,,Malaysia,,,,149000,104723
720,,Mauritius,,1032,861,1032,861
721,,O.Asia(Tai.For.Pe.Ki,,,,,
722,,Oman,,9080,5046,53369,25621
723,,Qatar,,,,13864,8604
724,,Saudi Arabia,,,,26491,10590
725,,Singapore,,,,33300,14194
726,,Thailand,,72080,36035,685020,370675
727,,U.S.America,,1800,818,1800,818
728,,United Arab Emirates,,127053,86315,2782209,1795826
729,,United Kingdom,,,,,
730,,Viet Nam,,119461,50893,1276778,710992
731,3061900.0,OTH CRUSTACEAN INCL FLOUR/MEAL,KG,,,81604,19548
732,,Canada,,,,,
733,,Thailand,,,,72760,18075
734,,United Arab Emirates,,,,,
735,,Viet Nam,,,,8844,1473
736,3062100.0,ROCK LOBSTER/SEACRAWFISH N-FRZ,KG,1750,515,37270,11594
737,,Hong Kong S.A.Re.Chi,,,,400,108
738,,Kuwait,,1750,515,1750,515
739,,United Arab Emirates,,,,35120,10971
740,3062200.0,"LOBSTERS,NOT FROZEN",KG,4768,4171,176642,118677
741,,Bahrain,,30,19,7600,3250
742,,China,,1086,978,30518,22531
743,,Hong Kong S.A.Re.Chi,,817,882,53115,35281
744,,Jordan,,,,,
745,,"Korea, Republic of",,,,,
746,,Kuwait,,220,217,422,375
747,,Mauritius,,,,73,53
748,,O.Asia(Tai.For.Pe.Ki,,,,343,322
749,,Qatar,,1794,1287,30625,20893
750,,Saudi Arabia,,186,136,6232,4548
751,,Singapore,,285,297,7489,5969
752,,Thailand,,,,6626,3161
753,,United Arab Emirates,,350,355,32699,21499
754,,Viet Nam,,,,900,795
755,3062400.0,"CRABS,NOT FROZEN",KG,234623,101938,3523204,1377563
756,,Canada,,59,28,5412,1820
757,,China,,202804,88346,2971682,1153033
758,,Hong Kong S.A.Re.Chi,,3780,1971,235409,108644
759,,Japan,,,,,
760,,Jordan,,,,,
761,,"Korea, Republic of",,,,25,23
762,,Kuwait,,,,,
763,,Malaysia,,3185,1149,4895,1774
764,,O.Asia(Tai.For.Pe.Ki,,,,49032,18964
765,,Qatar,,,,,
766,,Saudi Arabia,,90,28,1385,433
767,,Thailand,,24170,10210,170174,65585
768,,U.S.America,,,,1120,587
769,,United Arab Emirates,,535,205,84020,26684
770,,United Kingdom,,,,,
771,3062500.0,NORWAY LOBSTER NOT FROZEN,KG,,,,
772,,Hong Kong S.A.Re.Chi,,,,,
773,3062600.0,COLD WATER SHRIMP&PRAWN.N-FROZ,KG,,,329837,213245
774,,Belgium,,,,,
775,,Canada,,,,671,474
776,,Hong Kong S.A.Re.Chi,,,,,
777,,Jordan,,,,150,88
778,,Kuwait,,,,208527,143430
779,,Malaysia,,,,,
780,,Qatar,,,,,
781,,Saudi Arabia,,,,56782,38255
782,,Thailand,,,,,
783,,Turkey,,,,,
784,,United Arab Emirates,,,,63707,30999
785,,United Kingdom,,,,,
786,,Viet Nam,,,,,
787,3062700.0,OTHER SHRIMPS&PRAWNS.NOT-FROZ,KG,92270,53237,1235951,720349
788,,Bahrain,,40,25,110,69
789,,Belgium,,,,75048,43136
790,,Canada,,180,110,210,124
791,,China,,,,41620,18294
792,,Jordan,,,,3705,2220
793,,Kuwait,,22094,14994,450919,282269
794,,Lebanon,,4646,2898,6066,3787
795,,Macao.China,,,,9200,5922
796,,Malaysia,,,,39468,30072
797,,Mauritius,,,,2000,1141
798,,Netherlands,,,,,
799,,O.Asia(Tai.For.Pe.Ki,,,,158,99
800,,Qatar,,10105,6362,59388,37194
801,,Saudi Arabia,,,,3033,1859
802,,Singapore,,,,,
803,,Thailand,,24540,11623,82040,43208
804,,Turkey,,,,,
805,,United Arab Emirates,,30665,17225,344586,199320
806,,United Kingdom,,,,20400,5904
807,,Viet Nam,,,,98000,45731
808,3062900.0,OTH CRUSTACEAN INCL FLOUR/MEAL,KG,,,565191,100376
809,,Australia,,,,,
810,,China,,,,157215,30190
811,,Hong Kong S.A.Re.Chi,,,,204147,35181
812,,Japan,,,,,
813,,Malaysia,,,,,
814,,O.Asia(Tai.For.Pe.Ki,,,,171219,29258
815,,Singapore,,,,,
816,,Thailand,,,,,
817,,United Arab Emirates,,,,23500,4370
818,,Viet Nam,,,,80,13
819,3071900.0,OTH OYSTERS DRIED SLTED/BRINE,KG,,,1000,209
820,,Afghanistan,,,,1000,209
821,,China,,,,,
822,3074900.0,"OTH CUTTLE FISH & SQUID,FROZEN",KG,,,,
823,,Egypt(U.A.R.),,,,,
824,,Viet Nam,,,,,
825,3075100.0,"OCTOPUS;LIVE,FRESH OR CHILLED",KG,,,,
826,,Malaysia,,,,,
827,3075900.0,"OTH OCTOPUS,FROZEN,DRY,SALTED",KG,,,14820,4448
828,,Thailand,,,,14820,4448
829,3077100.0,"CLAMS,COCKLE&ARKSHELL.LIVE.F.C",KG,18856,6780,178419,43375
830,,China,,8340,3063,117580,33967
831,,Hong Kong S.A.Re.Chi,,5627,1779,5907,1865
832,,Japan,,,,,
833,,Malaysia,,20,7,11490,1695
834,,O.Asia(Tai.For.Pe.Ki,,4869,1931,5394,2095
835,,Singapore,,,,,
836,,Thailand,,,,13000,1915
837,,United Arab Emirates,,,,,
838,,Viet Nam,,,,25048,1839
839,3077900.0,"OTH CLAMS,COCKLE&ARKSHELL",KG,45090,10813,365064,64389
840,,China,,19250,4493,83647,19876
841,,O.Asia(Tai.For.Pe.Ki,,,,10415,1795
842,,Thailand,,22840,5653,73622,13919
843,,Viet Nam,,3000,667,197380,28799
844,3078900.0,OTHER ABALONE,KG,,,27600,4413
845,,Viet Nam,,,,27600,4413
846,3079100.0,"OTH FLOURS,MEAL&PEL LIVE.F.CH",KG,,,,
847,,China,,,,,
848,,Hong Kong S.A.Re.Chi,,,,,
849,,O.Asia(Tai.For.Pe.Ki,,,,,
850,3079900.0,OTH FLOURS MEAL&PEL FOR HUMAN,KG,,,790,332
851,,China,,,,790,332
852,,Malaysia,,,,,
853,,South Africa,,,,,
854,,Thailand,,,,,
855,,Viet Nam,,,,,
856,3083000.0,JELLYFISH,KG,,,,
857,,Singapore,,,,,
858,3089000.0,OTHER AQUATIC INVERTEBRATES,KG,,,6000,782
859,,Afghanistan,,,,6000,782
860,,Qatar,,,,,
861,4011000.0,MILK&CREAM OF A FAT UPTO 1%,KG,2700,404,995867,136701
862,,Afghanistan,,2700,404,973075,133453
863,,Hong Kong S.A.Re.Chi,,,,22652,3227
864,,United Arab Emirates,,,,140,21
865,4012000.0,MILK & CREAM OF A FAT 1% TO 6%,KG,3212216,334377,19749665,3207809
866,,Afghanistan,,3212216,334377,19570054,3179006
867,,Canada,,,,6338,714
868,,Guinea,,,,48344,9463
869,,Hong Kong S.A.Re.Chi,,,,180,18
870,,Libya,,,,,
871,,Malaysia,,,,5000,1595
872,,Maldives,,,,20631,1946
873,,Mauritius,,,,,
874,,Mozambique,,,,9270,3205
875,,Oman,,,,,
876,,Seychelles,,,,,
877,,Singapore,,,,,
878,,Somalia,,,,15000,1508
879,,Sri Lanka,,,,14000,1472
880,,Sweden,,,,,
881,,U.S.America,,,,10814,1136
882,,United Arab Emirates,,,,50034,7745
883,4021000.0,MILK IN POWDER  FAT 1.5%,KG,31500,14138,412037,241841
884,,Afghanistan,,31500,14138,395039,231918
885,,Canada,,,,7342,4128
886,,Hong Kong S.A.Re.Chi,,,,80,52
887,,Kuwait,,,,,
888,,New Zealand,,,,125,62
889,,South Africa,,,,,
890,,Sweden,,,,,
891,,U.S.America,,,,4000,2414
892,,United Arab Emirates,,,,5451,3267
893,4022100.0,MILK IN POWDER>1.5% FAT,KG,123472,47703,1021118,623704
894,,Afghanistan,,123472,47703,1012125,618758
895,,Canada,,,,1480,1072
896,,South Africa,,,,,
897,,U.S.America,,,,5600,3374
898,,United Kingdom,,,,1913,500
899,4022900.0,"OTH,MILK IN POWDER>1.5% FAT",KG,,,11858,6995
900,,Afghanistan,,,,5955,4128
901,,Canada,,,,303,152
902,,Hong Kong S.A.Re.Chi,,,,,
903,,Ireland,,,,,
904,,Mozambique,,,,,
905,,South Africa,,,,3000,1449
906,,U.S.America,,,,2550,1236
907,,United Arab Emirates,,,,50,28
908,,Canada,,,,,
909,,Hong Kong S.A.Re.Chi,,,,876,461
910,4029900.0,"OTH MILK/CREAM SOLID,SWEETEND",KG,40020,14845,453207,133892
911,,Afghanistan,,20800,7893,349017,90541
912,,Australia,,,,1550,499
913,,Canada,,1080,407,4280,1521
914,,New Zealand,,,,300,71
915,,Singapore,,,,80,31
916,,Tajikistan,,,,45388,14029
917,,U.S.America,,18140,6545,52592,27200
918,4031000.0,YOGURT,KG,,,172546,17320
919,,Afghanistan,,,,59501,5710
920,,Iraq,,,,9000,1019
921,,Italy,,,,815,96
922,,Maldives,,,,23686,3001
923,,Seychelles,,,,14856,1407
924,,Singapore,,,,4500,533
925,,United Arab Emirates,,,,58688,5374
926,,United Kingdom,,,,1500,180
927,4039000.0,"BUTTER MILK,CURDLED MILK/CREAM",KG,360477,139286,1571590,612751
928,,Afghanistan,,350477,135767,1258066,513688
929,,Australia,,,,,
930,,Austria,,,,180,19
931,,Canada,,,,,
932,,Hong Kong S.A.Re.Chi,,,,118,47
933,,Italy,,,,,
934,,Maldives,,6000,1991,6000,1991
935,,Mauritius,,,,,
936,,Mozambique,,,,2344,1112
937,,Tajikistan,,,,300115,94124
938,,Trinidad and Tobago,,,,,
939,,U.S.America,,,,,
940,,United Arab Emirates,,4000,1529,4102,1568
941,,United Kingdom,,,,665,202
942,4049000.0,OTH PRODUCT CONSIST NATUR MILK,KG,,,,
943,,Afghanistan,,,,,
944,,United Arab Emirates,,,,,
945,4051000.0,BUTTER,KG,,,4034,1887
946,,Australia,,,,340,166
947,,Canada,,,,881,401
948,,Greece,,,,,
949,,Hong Kong S.A.Re.Chi,,,,600,328
950,,Kuwait,,,,,
951,,Mozambique,,,,800,355
952,,Philippines,,,,,
953,,Saudi Arabia,,,,,
954,,U.S.America,,,,811,366
955,,United Arab Emirates,,,,602,271
956,,Oman,,,,2017,567
957,,South Africa,,,,1528,376
958,4059000.0,OTH FATS&OIL DERIVED FR MILK,KG,6515,2935,70139,34605
959,,Afghanistan,,,,200,63
960,,Australia,,,,500,276
961,,Canada,,341,152,781,318
962,,Fiji,,,,110,24
963,,Hong Kong S.A.Re.Chi,,6174,2783,29845,12587
964,,"Korea, Republic of",,,,,
965,,Mozambique,,,,1221,541
966,,New Zealand,,,,,
967,,Saudi Arabia,,,,12700,4192
968,,U.S.America,,,,22782,10934
969,,United Arab Emirates,,,,2000,5671
970,4061020.0,FRESH CURD,KG,,,43,23
971,,U.S.America,,,,43,23
972,4061090.0,OTH CHEESE & CURD FRESH,KG,,,,
973,,Canada,,,,,
974,,Mozambique,,,,,
975,4071100.0,FERTILIZED CHICKEN EGGS(FOWLS),KG,831464,64176,5800067,663563
976,,Afghanistan,,600,63,63670,6711
977,,Hong Kong S.A.Re.Chi,,23069,2198,46311,4412
978,,Jordan,,189595,9432,341145,25875
979,,Oman,,,,81120,15426
980,,Saudi Arabia,,618200,52484,5267821,611141
981,,Tajikistan,,,,,
982,,Yemen,,,,,
983,4071900.0,FERTILIZED EGGS OF OTHER BIRDS,KG,474950,47351,11989477,1161934
984,,Afghanistan,,474950,47351,11896611,1149326
985,,Hong Kong S.A.Re.Chi,,,,,
986,,Malaysia,,,,,
987,,Oman,,,,34066,6450
988,,Singapore,,,,,
989,,Tajikistan,,,,58800,6158
990,4072100.0,O.FRESH EGGS OF CHICKEN(FOWLS),KG,,,1138390,86615
991,,Afghanistan,,,,1138390,86615
992,,Oman,,,,,
993,4072900.0,OTH FRESH EGGS OF OTHER BIRDS,KG,,,1061931,93103
994,,Afghanistan,,,,1061931,93103
995,4079000.0,OTH BIRD EGG IN SHELL FR/COKED,KG,,,1207556,148709
996,,Afghanistan,,,,15800,1880
997,,Hong Kong S.A.Re.Chi,,,,847776,106751
998,,Oman,,,,343980,40077
999,4089900.0,"OTH BIRDS,EGG OTH THAN DRY",KG,,,,
1000,,Hong Kong S.A.Re.Chi,,,,,
1001,4090000.0,NATURAL HONEY,KG,23820,24844,775939,810041
1002,,Afghanistan,,,,2835,3086
1003,,Albania,,,,,
1004,,Australia,,,,111,147
1005,,Bahrain,,,,1945,1663
1006,,Bangladesh,,,,10,10
1007,,Canada,,,,2436,2647
1008,,China,,,,55,51
1009,,Hong Kong S.A.Re.Chi,,,,157,164
1010,,Iraq,,,,1195,1223
1011,,Japan,,,,231,262
1012,,Jordan,,100,104,100,104
1013,,Kuwait,,,,42140,44326
1014,,Libya,,,,1000,1050
1015,,Malaysia,,5,5,1723,1813
1016,,Mauritius,,,,,
1017,,Mozambique,,,,3528,4097
1018,,Oman,,2251,2229,6776,7079
1019,,Qatar,,,,15,16
1020,,Saudi Arabia,,17700,18564,577375,597757
1021,,Singapore,,,,238,261
1022,,Somalia,,,,670,948
1023,,Sri Lanka,,10,10,10,10
1024,,Thailand,,,,154,91
1025,,Tunisia,,,,,
1026,,U.S.America,,,,42935,46914
1027,,United Arab Emirates,,3754,3931,90300,96321
1028,,Yemen,,,,,
1029,5010000.0,"HUMAN HAIR,UNWORK NOT WASHED",KG,72346,11382,986478,144785
1030,,Afghanistan,,,,3122,313
1031,,China,,1410,221,1410,221
1032,,Hong Kong S.A.Re.Chi,,,,,
1033,,Myanmar,,5280,827,461778,62148
1034,,Thailand,,,,,
1035,,Viet Nam,,65656,10333,520168,82103
1036,5040000.0,"GUTS,BLADERS,STOMACH OF ANIMAL",KG,32668,124391,508775,1618887
1037,,Albania,,,,9170,24920
1038,,Austria,,600,2366,600,2366
1039,,Bahrain,,,,,
1040,,Belgium,,,,2295,5147
1041,,Bulgaria,,160,664,2916,9596
1042,,China,,,,,
1043,,Czech Republic,,1825,7422,37141,96724
1044,,Egypt(U.A.R.),,,,5119,17222
1045,,France,,651,2689,27864,69508
1046,,Germany,,4110,14866,36545,119229
1047,,Hong Kong S.A.Re.Chi,,1551,6047,2402,9365
1048,,Hungary,,,,,
1049,,India,,,,55,204
1050,,Italy,,4191,16529,48892,161613
1051,,Japan,,,,1891,8090
1052,,Lebanon,,,,,
1053,,Malaysia,,,,,
1054,,Morocco,,630,2574,7551,27594
1055,,Netherlands,,,,197,531
1056,,Oman,,,,,
1057,,Poland,,500,1922,74063,228108
1058,,Portugal,,11100,41134,30987,143869
1059,,Qatar,,,,,
1060,,Romania,,3627,13827,101218,319402
1061,,Saudi Arabia,,,,,
1062,,Slovakia/Slovak R.,,,,760,2888
1063,,Slovenia,,,,45,173
1064,,Spain,,2372,9024,97716,304883
1065,,Thailand,,,,,
1066,,Tunisia,,,,220,807
1067,,Turkey,,,,800,2946
1068,,U.S.America,,,,516,1587
1069,,United Arab Emirates,,120,475,488,1760
1070,,United Kingdom,,,,190,784
1071,,Viet Nam,,781,3114,17901,55487
1072,5051000.0,"FEATHER,USED FOR STUFFING;DOWN",KG,1250,188,2685,537
1073,,Japan,,,,210,150
1074,,Nepal,,,,,
1075,,U.S.America,,1250,188,2475,387
1076,5059000.0,OTH SKINS AND  PARTS OF BIRDS,KG,5500,861,67790,11690
1077,,Afghanistan,,,,8463,1333
1078,,China,,,,2000,305
1079,,Japan,,,,,
1080,,Kuwait,,,,,
1081,,Norway,,,,201,31
1082,,Sri Lanka,,,,450,63
1083,,Viet Nam,,5500,861,56676,9958
1084,5061000.0,"OSSEIN,BONES TREATED WITH ACID",KG,,,3526,369
1085,,Bangladesh,,,,3526,369
1086,5069010.0,"BONES, POWDER",KG,220000,9133,4433115,177501
1087,,China,,,,249000,9183
1088,,Italy,,,,142000,2095
1089,,Japan,,,,446550,18501
1090,,Thailand,,220000,9133,2734850,114413
1091,,U.S.America,,,,256355,10028
1092,,United Arab Emirates,,,,481360,20099
1093,,United Kingdom,,,,123000,3182
1094,5069020.0,"BONES, WASTE",KG,300000,14780,4064535,171637
1095,,Japan,,300000,14780,3602335,152245
1096,,Thailand,,,,422400,17856
1097,,U.S.America,,,,39800,1535
1098,5069090.0,OTH;POWDER OF BORN/HORN CORES,KG,285200,12299,3840920,169757
1099,,Afghanistan,,10000,448,10000,448
1100,,China,,,,,
1101,,Japan,,,,206620,8361
1102,,Thailand,,275200,11851,3299340,147154
1103,,U.S.America,,,,78800,3077
1104,,United Arab Emirates,,,,129760,5268
1105,,Viet Nam,,,,,
1106,5071000.0,"IVORY,IVORY POWDER AND WASTE",KG,306055,18557,2306627,123518
1107,,Germany,,306055,18557,2262627,121327
1108,,Japan,,,,,
1109,,Netherlands,,,,44000,2191
1110,,Turkey,,,,,
1111,5079010.0,HORNS,KG,,,495510,25065
1112,,Germany,,,,397610,20526
1113,,Japan,,,,28000,1224
1114,,Netherlands,,,,66000,3115
1115,,Sweden,,,,3900,199
1116,5079090.0,"ANTLERS,NAILS,CLAWS AND BEAKS",KG,184115,7819,3264760,141615
1117,,Germany,,,,,
1118,,Hong Kong S.A.Re.Chi,,,,10000,400
1119,,Iran ( Islamic R.),,156335,6529,549795,22839
1120,,Japan,,27780,1291,1091120,51753
1121,,Netherlands,,,,,
1122,,Thailand,,,,372200,15515
1123,,U.S.America,,,,150055,5788
1124,,United Arab Emirates,,,,1091590,45320
1125,5080010.0,SHELLS,KG,9112,362,137107,6619
1126,,China,,9112,362,86672,3459
1127,,Viet Nam,,,,50435,3161
1128,5080090.0,CORAL POWDER&SIMILAR MATERIAL,KG,,,12100,608
1129,,Afghanistan,,,,4000,182
1130,,Bangladesh,,,,100,5
1131,,China,,,,,
1132,,Thailand,,,,8000,421
1133,,U.S.America,,,,,
1134,5100000.0,"AMBERGRIS,CASTOREUM CIVET,MUSK",KG,,,133999,19781
1135,,Brazil,,,,59563,8638
1136,,Hong Kong S.A.Re.Chi,,,,48476,8937
1137,,Iraq,,,,,
1138,,Japan,,,,22140,1849
1139,,Libya,,,,,
1140,,Morocco,,,,,
1141,,Thailand,,,,3800,272
1142,,Turkey,,,,20,85
1143,5119110.0,FISH EGGS,KG,,,10803,4512
1144,,Thailand,,,,10803,4512
1145,5119190.0,OTHER PRODUCTS OF FISH,KG,,,30306,8110
1146,,Czech Republic,,,,13000,3789
1147,,Japan,,,,9000,1343
1148,,"Korea, Republic of",,,,3881,1242
1149,,Malaysia,,,,4425,1736
1150,,Sri Lanka,,,,,
1151,5119990.0,OTHER ANIMAL PRODUCTS,KG,,,,
1152,,China,,,,,
1153,6011010.0,BULBS,KG,,,1,2
1154,,Russian Federation,,,,,
1155,,United Kingdom,,,,1,2
1156,6011090.0,"OTH BULBTUBER,TUBEROU,ROOT,ETC",KG,,,48703,4007
1157,,Afghanistan,,,,1511,463
1158,,Bangladesh,,,,23205,1510
1159,,Jordan,,,,4095,868
1160,,South Africa,,,,5500,444
1161,,Thailand,,,,10,2
1162,,U.S.America,,,,400,17
1163,,Viet Nam,,,,13982,703
1164,6012000.0,"BULB TUBERS,ROOTS,CHICORY PLAN",KG,,,69237,13198
1165,,Afghanistan,,,,600,104
1166,,Algeria,,,,,
1167,,Egypt(U.A.R.),,,,6271,2052
1168,,Germany,,,,880,199
1169,,Hong Kong S.A.Re.Chi,,,,,
1170,,Iraq,,,,1600,300
1171,,Kuwait,,,,1470,215
1172,,Libya,,,,1900,378
1173,,Nepal,,,,,
1174,,Oman,,,,405,81
1175,,Qatar,,,,1120,241
1176,,Saudi Arabia,,,,10188,1730
1177,,Tunisia,,,,850,106
1178,,Turkey,,,,8760,1859
1179,,U.S.America,,,,1400,157
1180,,United Arab Emirates,,,,33593,5743
1181,,United Kingdom,,,,200,31
1182,6021000.0,UN-ROOTED CUTTING AND SLIPS,KG,,,5000,313
1183,,Afghanistan,,,,5000,313
1184,,Saudi Arabia,,,,,
1185,6022000.0,"TREES,SHRUBS,BUSHES,GRAFTED",KG,,,11523,2338
1186,,Afghanistan,,,,6158,1254
1187,,Kuwait,,,,1365,273
1188,,Qatar,,,,4000,811
1189,,Sri Lanka,,,,,
1190,6024000.0,"ROSES,GRAFTED OR NOT",KG,,,,
1191,,Afghanistan,,,,,
1192,6029010.0,MUSHROOM SPAWN,KG,,,1367,14936
1193,,Hong Kong S.A.Re.Chi,,,,,
1194,6029090.0,OTHER LIVE PLANTS,KG,,,56177,8676
1195,,Afghanistan,,,,15573,2616
1196,,Iraq,,,,3910,492
1197,,Kuwait,,,,,
1198,,Oman,,,,500,52
1199,,Saudi Arabia,,,,4200,721
1200,,Sri Lanka,,,,,
1201,,United Arab Emirates,,,,31994,4795
1202,6031100.0,ROSES FRESH,KG,7305,1424,273555,52437
1203,,Algeria,,,,8250,2065
1204,,Australia,,,,120,35
1205,,Bahrain,,,,160,22
1206,,Bangladesh,,,,11250,1534
1207,,Canada,,,,2209,360
1208,,China,,,,6450,960
1209,,Egypt(U.A.R.),,,,40845,7764
1210,,France,,,,,
1211,,Germany,,,,18600,6557
1212,,India,,,,,
1213,,Iraq,,,,23342,4636
1214,,Jordan,,,,2100,397
1215,,Kuwait,,150,30,150,30
1216,,Lebanon,,,,,
1217,,Mexico,,4230,867,4230,867
1218,,O.Asia(Tai.For.Pe.Ki,,,,3000,1879
1219,,Oman,,,,955,162
1220,,Poland,,,,,
1221,,Saudi Arabia,,,,76070,11899
1222,,South Africa,,,,1012,137
1223,,Spain,,,,3460,1188
1224,,Tunisia,,,,24675,4786
1225,,Turkey,,,,,
1226,,U.S.America,,,,,
1227,,United Arab Emirates,,2925,528,25750,3976
1228,,United Kingdom,,,,1400,212
1229,,Viet Nam,,,,12527,1422
1230,,Yemen,,,,7000,1549
1231,6031900.0,"OTH FRESH FLOWER,BUDS FOR BOUQ",KG,1000,282,2575,681
1232,,Hong Kong S.A.Re.Chi,,1000,282,2000,532
1233,,Saudi Arabia,,,,75,21
1234,,U.S.America,,,,,
1235,,Viet Nam,,,,500,128
1236,6039000.0,OTH FLOWER FRESH DRIED DYED BL,KG,32430,7172,303899,84154
1237,,Afghanistan,,600,116,600,116
1238,,Algeria,,,,17000,4330
1239,,Australia,,,,4249,1293
1240,,Azerbaijan,,,,260,80
1241,,Bangladesh,,,,3000,140
1242,,Canada,,,,68,16
1243,,Egypt(U.A.R.),,15000,3338,36000,7836
1244,,France,,,,1500,701
1245,,Germany,,,,147589,46608
1246,,Hong Kong S.A.Re.Chi,,900,188,2020,532
1247,,Iraq,,,,472,229
1248,,Italy,,,,2310,522
1249,,Japan,,,,,
1250,,Jordan,,,,11340,2053
1251,,"Korea, Republic of",,,,1000,269
1252,,Kuwait,,,,,
1253,,Lebanon,,,,8790,2007
1254,,Morocco,,,,,
1255,,Philippines,,,,96,28
1256,,Poland,,6080,1393,6080,1393
1257,,Russian Federation,,,,1300,339
1258,,Saudi Arabia,,,,3840,1077
1259,,Singapore,,,,240,67
1260,,Sri Lanka,,,,400,212
1261,,Syrian Arab Republic,,,,,
1262,,Tunisia,,,,4100,1043
1263,,U.S.America,,6000,1301,19818,5380
1264,,United Arab Emirates,,3850,837,26407,6602
1265,,United Kingdom,,,,4420,1031
1266,,Yemen,,,,,
1267,6049000.0,O.PARTS OF PLANTS FOR BOUQUETS,KG,,,161269,8403
1268,,Afghanistan,,,,31340,2623
